file_name,mol_len,atom_coords,vibrationalfrequence,smiles_basic,smiles_stereo,inchi_basic,inchi_stereo,A,B,C,miu,alpha,homo,lumo,gap,R2,zpve,Uo,U,H,G,Cv
dsgdb9nsd_000254.xyz,14,"C	-0.0289980368	 1.4584010164	 0.0147743297	-0.317524
N	 0.0114837512	 0.0037052842	 0.0269856689	-0.053175
C	 0.8074602146	-0.5110386521	 1.1340455152	-0.330803
C	-1.3335090286	-0.5512292055	 0.0055105946	-0.271479
C	-1.3320391858	-2.0013337995	-0.2248790535	 0.275753
N	-1.3450459785	-3.1436706622	-0.3948419183	-0.307387
H	 0.9919363383	 1.8468135818	-0.0340947704	 0.130115
H	-0.5690262701	 1.8104768499	-0.8697672231	 0.124347
H	-0.514998229	 1.8898376121	 0.9107524475	 0.098206
H	 0.4006609184	-0.2303228174	 2.1241435399	 0.096966
H	 0.8594621	-1.6016060108	 1.0807876696	 0.14874
H	 1.824717701	-0.1171792986	 1.0597768465	 0.128166
H	-1.9013535553	-0.3579537714	 0.9379949743	 0.125631
H	-1.8974052294	-0.0820437368	-0.808639041	 0.152445",94.4317	164.3506	250.8479	258.5389	342.342	375.0262	397.9624	410.101	563.7701	851.6458	941.6468	999.4016	1063.857	1070.7796	1125.3211	1177.3007	1208.7706	1297.5731	1306.1526	1391.6396	1447.4251	1468.3727	1481.4204	1484.0454	1498.749	1500.2976	1512.2522	2366.6327	2905.1984	2926.5162	2935.8238	3062.415	3066.8274	3078.2484	3113.5957	3123.717,CN(C)CC#N,CN(C)CC#N,"1S/C4H8N2/c1-6(2)4-3-5/h4H2,1-2H3","1S/C4H8N2/c1-6(2)4-3-5/h4H2,1-2H3",8.08563,2.19066,1.84258,4.0824,54.43,-0.2371,0.0217,0.2588,671.7683,0.119064,-266.609146,-266.602164,-266.60122,-266.639636,24.109
dsgdb9nsd_000255.xyz,16,"C	-0.0301502192	 1.5403629802	-0.0416695116	-0.387568
C	 0.021789456	 0.0117351182	 0.0685857632	 0.029939
C	 0.8518336692	-0.4315963712	 1.2813060733	-0.382691
C	-1.4026412661	-0.5819036685	 0.1193985331	-0.260982
C	-1.4090506962	-2.0862384258	-0.0200838006	 0.159459
O	-1.9294186826	-2.8571356659	 0.7445372398	-0.241503
H	 0.9781619985	 1.9631995362	-0.097289106	 0.115268
H	-0.5794992664	 1.8594791342	-0.9334680498	 0.112406
H	-0.5266389626	 1.9792623353	 0.8315075718	 0.118191
H	 0.5087152706	-0.3754476858	-0.8384869171	 0.079105
H	 0.4098034633	-0.0578205668	 2.21221173	 0.120436
H	 0.9089279786	-1.5221018797	 1.3596242035	 0.124411
H	 1.8741301185	-0.0455726398	 1.218356977	 0.115302
H	-1.9167003057	-0.3107032984	 1.0474653681	 0.116746
H	-1.9863893148	-0.1801899744	-0.7220166058	 0.113942
H	-0.8726153411	-2.4578431078	-0.9268685088	 0.067538",60.9003	88.6809	214.0282	227.9385	257.7919	336.7605	386.4388	437.7287	512.3137	761.0618	863.0765	925.8035	935.6158	967.296	993.818	1025.5929	1150.5342	1167.4314	1190.2605	1240.5934	1286.4101	1362.2924	1371.7349	1403.715	1424.736	1429.4245	1459.1195	1485.6572	1493.7404	1505.1059	1507.8101	1835.177	2837.6396	2997.2997	3008.9178	3026.2999	3031.1499	3085.6381	3092.9931	3098.9502	3100.7415	3105.4891,CC(C)CC=O,CC(C)CC=O,"1S/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H3","1S/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H3",7.05919,1.96028,1.67683,2.7416,57.47,-0.2481,-0.0197,0.2284,750.1795,0.140549,-271.653205,-271.645574,-271.644629,-271.685015,26.267
dsgdb9nsd_000256.xyz,15,"C	-0.0319707825	 1.3937983561	-0.1777662111	-0.381931
C	 0.0625537681	-0.0951037745	 0.1737436435	 0.054526
C	 0.8046692938	-0.3314976984	 1.4938784411	-0.3819
N	-1.2671971379	-0.701241677	 0.2135887741	-0.274215
C	-1.6680579382	-1.7007622736	-0.6156115707	 0.154919
O	-0.9911052544	-2.213815221	-1.4821638606	-0.325451
H	 0.9659695768	 1.8374982782	-0.2482828705	 0.121247
H	-0.5409757312	 1.5363392052	-1.1347629611	 0.128552
H	-0.5868520616	 1.9458561941	 0.5905926574	 0.107648
H	 0.5811797173	-0.6231881491	-0.630813066	 0.128361
H	 0.8829936366	-1.4002363368	 1.7104620839	 0.128579
H	 1.81516875	 0.0863049694	 1.4484222979	 0.121231
H	 0.2839961647	 0.1500317858	 2.3305769255	 0.107641
H	-1.9281793691	-0.360420757	 0.8951926323	 0.240741
H	-2.7135521427	-2.0072725915	-0.4088348258	 0.070052",15.3172	191.4211	206.1926	230.8056	259.3624	352.9501	445.4581	453.1546	533.6346	748.1616	859.0188	932.8145	937.592	948.5981	1031.1296	1148.4842	1152.5328	1190.1701	1219.9605	1361.3941	1362.6534	1399.3828	1418.1661	1432.4027	1484.4922	1488.7445	1494.4479	1506.1644	1533.1266	1803.7432	2926.9946	3026.8097	3030.7964	3081.7956	3093.2674	3109.4612	3118.6165	3121.2199	3618.1522,CC(C)NC=O,CC(C)NC=O,"1S/C4H9NO/c1-4(2)5-3-6/h3-4H,1-2H3,(H,5,6)","1S/C4H9NO/c1-4(2)5-3-6/h3-4H,1-2H3,(H,5,6)",6.05601,2.21302,1.97997,3.6603,54.8,-0.2484,0.0348,0.2832,684.3066,0.130467,-287.72789,-287.72048,-287.719536,-287.760264,25.451
dsgdb9nsd_000257.xyz,14,"C	-0.0007638802	 1.6780080577	 0.068075515	-0.379788
C	-0.0547750709	 0.1579174662	-0.0296570751	 0.122098
C	 0.6139818731	-0.5489844899	 1.1434506376	-0.379792
O	-1.444284256	-0.2390595969	-0.0572448857	-0.184779
C	-1.9101991634	-0.887460323	-1.1366903534	 0.169211
O	-3.0440818383	-1.2499157517	-1.2394250741	-0.279608
H	 1.0382024455	 2.0199472654	 0.0951592186	 0.122304
H	-0.4953440081	 2.1410882095	-0.7900827725	 0.127461
H	-0.501792057	 2.0192073266	 0.9787752841	 0.135978
H	 0.4140471311	-0.1664161069	-0.9692936174	 0.087841
H	 0.1299775713	-0.2682191178	 2.0835187941	 0.135969
H	 0.5466078984	-1.6347172309	 1.0333474144	 0.127482
H	 1.6707672553	-0.2715624623	 1.2012986258	 0.122301
H	-1.1333259409	-1.0462492661	-1.9116585113	 0.073322",26.6341	155.4689	212.0764	226.6331	290.6586	327.3556	421.1287	499.4864	612.532	876.2302	933.6432	946.0947	962.4247	1046.0799	1131.8373	1155.1547	1190.236	1229.7683	1362.6074	1375.4568	1404.6632	1420.6863	1441.8013	1479.8071	1485.5413	1494.6617	1509.3605	1862.6851	2934.0426	3009.6235	3042.3507	3046.3106	3117.2341	3121.5875	3122.5513	3125.0679,CC(C)OC=O,CC(C)OC=O,"1S/C4H8O2/c1-4(2)6-3-5/h3-4H,1-2H3","1S/C4H8O2/c1-4(2)6-3-5/h3-4H,1-2H3",7.4514,2.03598,1.73685,4.1216,51.48,-0.2748,0.0115,0.2863,712.2912,0.117552,-307.60208,-307.594822,-307.593878,-307.634011,24.383
dsgdb9nsd_000258.xyz,14,"C	-0.0835065433	 1.5616643219	 0.0500555713	-0.402072
C	-0.062258645	 0.0346006666	 0.0233059693	 0.126039
O	 0.2031862938	-0.4656136341	-1.2841721282	-0.425997
C	 0.9302754427	-0.5480077831	 1.048959853	-0.282865
C	 0.8883867402	-2.0608318321	 1.1067289887	 0.155396
O	 0.863275562	-2.700383168	 2.1277913836	-0.243075
H	 0.9131809578	 1.967165511	-0.1660490733	 0.109605
H	-0.7800386554	 1.9410123718	-0.7024748327	 0.130292
H	-0.3895277727	 1.9379399332	 1.0310337864	 0.125222
H	-1.0672493142	-0.3385010498	 0.2556617264	 0.104367
H	 1.0208646322	-0.0597492421	-1.5941828797	 0.27911
H	 1.9478496592	-0.2507202844	 0.75006168	 0.109661
H	 0.7520160119	-0.1542096924	 2.0540651922	 0.121137
H	 0.8800665309	-2.5559481984	 0.1124439431	 0.093181",64.5411	100.0942	206.5192	248.5299	307.8765	343.8896	430.9394	469.8944	510.4672	784.5638	853.3208	932.7476	965.6559	1029.1764	1078.4748	1113.0642	1161.5408	1205.2305	1285.2708	1324.8839	1369.5566	1403.3658	1415.6595	1423.3279	1450.2973	1491.6175	1494.3723	1829.9718	2912.2187	2996.9862	3024.4777	3042.0761	3092.2571	3100.2717	3121.9829	3793.9704,CC(O)CC=O,C[C@@H](O)CC=O,"1S/C4H8O2/c1-4(6)2-3-5/h3-4,6H,2H2,1H3","1S/C4H8O2/c1-4(6)2-3-5/h3-4,6H,2H2,1H3/t4-/m1/s1",7.6927,1.90998,1.63513,3.3205,50.52,-0.2437,-0.0204,0.2232,730.3237,0.11705,-307.577822,-307.570462,-307.569518,-307.609331,25.112
dsgdb9nsd_000259.xyz,15,"C	-0.1280303297	 1.4935127309	 0.1152492992	-0.322362
N	 0.0221423766	 0.0467336835	 0.0396647672	-0.060443
C	 0.7633586657	-0.4773332693	 1.1763648554	-0.313047
C	-1.2522907835	-0.6189283571	-0.1558113118	-0.224138
C	-1.786394207	-0.3959123562	-1.5625873299	 0.151668
O	-2.9525929871	-0.3787895315	-1.855719202	-0.237964
H	 0.8580786684	 1.9650509232	 0.1616684302	 0.1238
H	-0.6384926103	 1.8680694696	-0.7778739511	 0.126932
H	-0.7089656876	 1.821622771	 0.9980871307	 0.099636
H	 0.2560659826	-0.3102692732	 2.1452508023	 0.097029
H	 0.9185959307	-1.5538217732	 1.0554047667	 0.120111
H	 1.7453757174	 0.0035939318	 1.2258585639	 0.121868
H	-1.0987628855	-1.7035341502	-0.0602599376	 0.126609
H	-2.0349813364	-0.3396421103	 0.5730453747	 0.104557
H	-0.9814528343	-0.2748123189	-2.3233159179	 0.085743",77.2267	115.9529	212.5976	250.1917	262.4543	360.5058	382.3003	443.0189	521.9369	755.0541	877.2688	1044.6036	1064.6067	1068.5701	1086.0021	1123.3757	1183.2834	1203.8736	1288.1648	1311.3816	1355.1717	1401.6244	1445.8954	1454.1679	1478.7642	1481.9518	1497.175	1499.8627	1513.5098	1840.3541	2876.8749	2928.6779	2934.5194	2947.7876	3028.8179	3060.1774	3062.5429	3104.1524	3107.6818,CN(C)CC=O,CN(C)CC=O,"1S/C4H9NO/c1-5(2)3-4-6/h4H,3H2,1-2H3","1S/C4H9NO/c1-5(2)3-4-6/h4H,3H2,1-2H3",8.00355,1.98325,1.71486,2.7328,54.59,-0.2267,-0.0252,0.2016,722.1956,0.129063,-287.681216,-287.673848,-287.672904,-287.712476,25.118
dsgdb9nsd_000260.xyz,14,"C	-0.0742751996	 1.4904939565	 0.0109889695	-0.472025
C	 0.0647653854	-0.0211533663	 0.0014372145	 0.375721
O	 1.1475554899	-0.563932082	-0.0120633884	-0.294732
C	-1.2293868226	-0.8171456745	 0.0092481908	-0.280596
C	-1.0128493495	-2.3226876929	-0.0005309165	-0.071134
O	-2.2969502806	-2.9315385939	 0.0080651719	-0.426326
H	 0.9129893256	 1.9533755016	 0.0034119153	 0.142463
H	-0.6473400989	 1.8260993434	-0.8606623341	 0.139029
H	-0.6292800816	 1.816518093	 0.8978360024	 0.139047
H	-1.8213347601	-0.5295212079	 0.88833477	 0.12871
H	-1.8372654474	-0.5205396831	-0.8558836834	 0.128755
H	-0.4337537662	-2.6063173671	-0.8905262605	 0.101916
H	-0.417584437	-2.6154765889	 0.8757275288	 0.101886
H	-2.1732123075	-3.8850122179	 0.0025731597	 0.287286",45.0833	97.1158	116.4395	177.0562	272.3668	353.0741	410.2627	481.9052	592.2261	760.3688	845.8688	934.9991	937.7235	1042.4659	1078.9735	1122.1214	1178.7632	1213.0602	1257.5998	1303.2252	1352.5658	1385.475	1447.5655	1462.2982	1472.7077	1476.8994	1522.5119	1804.8758	2998.7314	3026.132	3026.9828	3038.626	3062.12	3097.7057	3153.509	3831.4827,CC(=O)CCO,CC(=O)CCO,"1S/C4H8O2/c1-4(6)2-3-5/h5H,2-3H2,1H3","1S/C4H8O2/c1-4(6)2-3-5/h5H,2-3H2,1H3",8.72739,1.81809,1.54762,1.2601,50.08,-0.2458,-0.0111,0.2348,760.732,0.117054,-307.586014,-307.578343,-307.577399,-307.618405,25.274
dsgdb9nsd_000261.xyz,16,"C	-0.1023394744	 1.5595399137	 0.0594664884	-0.387397
C	 0.0536447415	 0.0401969255	-0.03770121	-0.155048
C	 0.6813665815	-0.5711821615	 1.2144517977	-0.278396
C	 0.8506190926	-2.0842988847	 1.1494159526	 0.375995
C	 1.4709115214	-2.7439446624	 2.3703202405	-0.472809
O	 0.5114274376	-2.7269614972	 0.1820960188	-0.289837
H	 0.866061779	 2.053143594	 0.2003523676	 0.111839
H	-0.5535340791	 1.9689382941	-0.8495274052	 0.115699
H	-0.7413029016	 1.8431468451	 0.903615386	 0.111839
H	-0.9200732679	-0.4296599377	-0.2125568266	 0.111753
H	 0.6663614799	-0.2223988208	-0.90665902	 0.111756
H	 1.6685576765	-0.1292116646	 1.4152218349	 0.115273
H	 0.0846132501	-0.3361644485	 2.1082324496	 0.115271
H	 2.4681006233	-2.3321097287	 2.5625109639	 0.136242
H	 0.8678260369	-2.5412195655	 3.2625771635	 0.136242
H	 1.5430451029	-3.8208035208	 2.2135543983	 0.14158",28.7144	90.835	110.7946	172.1866	246.8252	338.3061	391.1264	478.7938	590.8678	723.7139	820.1184	832.5219	903.6852	958.4992	974.9053	1052.5053	1128.4292	1142.262	1181.6241	1250.7311	1321.7474	1322.0837	1381.269	1394.3305	1414.4402	1449.178	1465.5774	1477.622	1486.689	1500.7854	1507.9722	1811.2505	3003.8038	3026.8648	3028.8361	3035.9737	3049.1884	3073.902	3095.7131	3099.1424	3102.3703	3150.89,CCCC(C)=O,CCCC(=O)C,"1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3","1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3",8.36053,1.7817,1.52355,2.5426,57.31,-0.2415,-0.0071,0.2345,817.4605,0.140374,-271.666055,-271.658117,-271.657173,-271.699054,26.57
dsgdb9nsd_000262.xyz,15,"C	-0.0178915212	 1.5625758257	 0.0243885815	-0.387132
C	-0.0141971191	 0.033709809	 0.0799411391	-0.149245
C	-1.4122068601	-0.5689615941	-0.0754047673	-0.291844
C	-1.3871776885	-2.0943346363	-0.1630469253	 0.404911
N	-2.5503677307	-2.7089439266	 0.2104590045	-0.521937
O	-0.4168127195	-2.7221278928	-0.5398705115	-0.357264
H	 0.9938245424	 1.9634976954	 0.1390385852	 0.115432
H	-0.4123169294	 1.925271165	-0.9317790232	 0.112378
H	-0.636922395	 1.9931435992	 0.819944014	 0.109786
H	 0.6258703864	-0.3800702046	-0.7045671256	 0.125611
H	 0.4185998934	-0.3047251703	 1.0287081332	 0.103817
H	-2.0703809225	-0.2492796465	 0.7424483331	 0.099234
H	-1.8758752317	-0.1983622675	-1.0010067672	 0.123099
H	-3.381091594	-2.1896158287	 0.4332724954	 0.25493
H	-2.6270163404	-3.7029408568	 0.0685046442	 0.258224",31.2514	92.2666	168.6101	183.6835	246.5531	341.6241	425.1323	514.5321	613.9765	658.7098	749.8631	840.314	886.8528	928.0203	1050.0608	1074.9484	1115.5535	1135.6788	1250.334	1264.9336	1319.6299	1358.6088	1406.9609	1414.2443	1464.4869	1490.5205	1500.326	1509.2911	1616.5831	1798.1233	3010.3154	3026.2716	3041.0506	3050.2806	3078.7823	3101.6351	3104.8695	3600.1022	3736.9425,CCCC(N)=O,CCCC(=O)N,"1S/C4H9NO/c1-2-3-4(5)6/h2-3H2,1H3,(H2,5,6)","1S/C4H9NO/c1-2-3-4(5)6/h2-3H2,1H3,(H2,5,6)",8.69227,1.82351,1.56698,3.4104,53.75,-0.243,0.0359,0.2789,778.0458,0.130316,-287.736841,-287.729087,-287.728143,-287.769373,26.19
dsgdb9nsd_000263.xyz,15,"C	-0.0592797191	 1.3454299169	 0.3073351558	-0.371498
C	 0.0028248675	 0.0180692244	-0.4521953378	-0.142051
N	-1.284208636	-0.6538056482	-0.5313056978	-0.306767
C	-1.5850714325	-1.7629972347	 0.2089616544	 0.408161
C	-3.007295059	-2.2803999821	 0.0466798964	-0.480758
O	-0.7830814963	-2.303562364	 0.949473837	-0.373107
H	 0.9284710006	 1.8165727714	 0.3350227817	 0.119391
H	-0.7512230919	 2.0480223066	-0.1704515047	 0.108433
H	-0.3931135545	 1.1850750823	 1.3364804158	 0.133436
H	 0.3862352011	 0.17945023	-1.467137389	 0.103043
H	 0.6735781018	-0.6805593794	 0.0521937375	 0.150919
H	-2.0103345997	-0.2324736703	-1.0866245293	 0.239522
H	-3.5600238453	-1.805376161	-0.7683851648	 0.10838
H	-2.9688524282	-3.3582809077	-0.1252826263	 0.152465
H	-3.5513667686	-2.1178496142	 0.9819171512	 0.150433",26.2082	42.2082	110.6334	213.9126	306.3435	377.9901	437.7696	459.2575	608.2115	639.279	776.9466	888.9006	935.9598	1000.81	1049.6614	1084.4592	1132.6755	1174.3834	1263.3794	1323.2549	1390.0911	1397.5762	1410.3296	1469.4676	1481.9583	1486.6031	1492.6599	1501.5222	1542.822	1781.0338	3031.3018	3033.3335	3047.8197	3095.8137	3116.1274	3119.88	3127.4179	3136.0064	3645.4529,CCNC(C)=O,CCNC(=O)C,"1S/C4H9NO/c1-3-5-4(2)6/h3H2,1-2H3,(H,5,6)","1S/C4H9NO/c1-3-5-4(2)6/h3H2,1-2H3,(H,5,6)",7.47672,2.0437,1.81354,3.4941,54.72,-0.2402,0.0381,0.2783,725.3315,0.130219,-287.734664,-287.726871,-287.725927,-287.767999,25.795
dsgdb9nsd_000264.xyz,14,"C	-0.1956603292	 1.4760988304	 0.1210895147	-0.374469
C	 0.2738257503	 0.0443654191	-0.1313242831	-0.128493
N	 0.9522299867	-0.5194668285	 1.0255201308	-0.334998
C	 0.7133660963	-1.8128849094	 1.4324178836	 0.447829
N	 1.5771309084	-2.2508023005	 2.4356315907	-0.563625
O	-0.1521774506	-2.525719815	 0.9593819557	-0.388502
H	 0.6463874015	 2.1400033617	 0.3484661813	 0.107773
H	-0.7000015907	 1.8741379909	-0.7649581436	 0.119084
H	-0.8922649404	 1.5140994549	 0.9635860855	 0.125895
H	-0.569967326	-0.6177577958	-0.3344617437	 0.151366
H	 0.9266307661	 0.0134367919	-1.0156798763	 0.100615
H	 1.8363974989	-0.1094782264	 1.282962952	 0.234978
H	 1.9008800851	-1.5607958796	 3.097819628	 0.243731
H	 1.2444898437	-3.0981945236	 2.8711835844	 0.258816",29.2173	113.5596	210.4287	292.4621	368.5022	381.9241	444.1487	513.097	573.8466	653.9995	777.7196	794.0737	895.8188	983.375	1091.7293	1101.5367	1152.8748	1185.1253	1295.2814	1326.8439	1396.2205	1412.795	1491.703	1495.2068	1511.8988	1547.0641	1628.5639	1804.593	3000.252	3032.3172	3093.4037	3116.5989	3126.6386	3567.9022	3621.4288	3680.5959,CCNC(N)=O,CCNC(=O)N,"1S/C3H8N2O/c1-2-5-3(4)6/h2H2,1H3,(H3,4,5,6)","1S/C3H8N2O/c1-2-5-3(4)6/h2H2,1H3,(H3,4,5,6)",8.47929,1.99776,1.7207,3.5648,50.96,-0.2427,0.0598,0.3025,719.1944,0.120088,-303.795699,-303.788437,-303.787493,-303.827496,25.169
dsgdb9nsd_000265.xyz,14,"C	 0.1734158726	 1.489397723	-0.0011879844	-0.391006
C	-0.0437914192	-0.0106731637	 0.051203062	-0.037668
O	 0.7443406762	-0.5278239766	 1.1416100347	-0.238762
C	 0.6718667208	-1.8609239535	 1.3377313869	 0.428925
C	 1.5380531881	-2.2763149682	 2.5033523611	-0.477319
O	 0.0009155392	-2.600218615	 0.6626820893	-0.351021
H	 1.2280582783	 1.7260276914	-0.1681195123	 0.128932
H	-0.4104218554	 1.9208925315	-0.8196909235	 0.122799
H	-0.1410104998	 1.9627806399	 0.9332497112	 0.128929
H	-1.0944126417	-0.2675886385	 0.2196009047	 0.121145
H	 0.2667175506	-0.5029362824	-0.8758510903	 0.121152
H	 1.4650328928	-3.3540251953	 2.6433918898	 0.147195
H	 2.57808272	-1.9930049314	 2.3182398051	 0.148344
H	 1.2180366874	-1.7588530213	 3.4122251459	 0.148354",52.2221	62.9957	151.2035	191.0823	259.3012	366.919	423.9175	607.3767	637.7571	807.6794	860.8494	947.9073	1010.358	1064.2105	1076.5712	1136.3187	1183.5531	1270.407	1290.9629	1386.4966	1402.0722	1424.0575	1469.7727	1476.2206	1485.9051	1496.5323	1520.8456	1824.1594	3045.8707	3051.0898	3056.9022	3088.5035	3120.029	3121.2897	3125.4647	3169.1308,CCOC(C)=O,CCOC(=O)C,"1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3","1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",8.4155,2.08732,1.72634,1.9371,50.66,-0.2654,0.0196,0.285,719.0142,0.117704,-307.614861,-307.607387,-307.606443,-307.647075,24.457
dsgdb9nsd_000266.xyz,13,"C	-0.1078360614	 1.4951901175	 0.0100100195	-0.391422
C	-0.0134299717	-0.0186957086	 0.0014267759	-0.030305
O	-1.3543798154	-0.5364449398	 0.0423098176	-0.259115
C	-1.447563919	-1.8882391359	 0.0437665138	 0.493873
N	-2.7601732578	-2.263434363	 0.1404482356	-0.562113
O	-0.5066008879	-2.6456127743	-0.0013264847	-0.398662
H	 0.8957601311	 1.9296390023	-0.0204555336	 0.122248
H	-0.6663529282	 1.857240439	-0.857978118	 0.126349
H	-0.6100313074	 1.8502978158	 0.9143997355	 0.128288
H	 0.4873263288	-0.3910618814	-0.8978816079	 0.119794
H	 0.5426470426	-0.3973400605	 0.864800766	 0.121299
H	-3.472025824	-1.5814362298	-0.059485891	 0.262528
H	-2.9589576897	-3.2261182614	-0.0707834488	 0.267238",46.8315	136.424	198.7615	258.6961	356.1587	372.3631	466.0593	518.2383	665.8146	783.5309	809.025	861.5691	994.292	1098.1259	1109.073	1145.4667	1185.6928	1291.0831	1343.5861	1405.9194	1430.3709	1485.6695	1497.8388	1524.5739	1612.2563	1833.4487	3044.8931	3050.0789	3087.1506	3119.6695	3123.9115	3612.9277	3742.2344,CCOC(N)=O,CCOC(=O)N,"1S/C3H7NO2/c1-2-6-3(4)5/h2H2,1H3,(H2,4,5)","1S/C3H7NO2/c1-2-6-3(4)5/h2H2,1H3,(H2,4,5)",8.98436,2.12697,1.75865,2.4228,46.82,-0.2644,0.0591,0.3235,686.248,0.107556,-323.6788,-323.671741,-323.670797,-323.710041,24.01
dsgdb9nsd_000267.xyz,13,"C	 0.1994637688	 1.278212197	 0.2150159989	-0.326688
N	-0.5009626143	 0.164259677	-0.4271367797	-0.30453
H	 0.0232857774	-1.4421362965	 0.5063497851	 0.303517
H	-1.4072743521	 0.4676160483	-0.7607247737	 0.238038
C	 0.2571542725	-0.4727783999	-1.5024376466	-0.306639
C	 1.14470875	-1.606521817	-0.9606747315	 0.42294
O	 0.7764516713	-2.0228346227	 0.2603041701	-0.36154
O	 2.053677253	-2.088118747	-1.5786751224	-0.329866
H	 1.1119386508	 0.9058730257	 0.6914873323	 0.145547
H	 0.485207917	 2.0760861876	-0.4877805883	 0.117724
H	-0.4352316357	 1.707610215	 0.9944109076	 0.131459
H	-0.4387216726	-0.9326577303	-2.2122764903	 0.140696
H	 0.8946826439	 0.2160109227	-2.0728530115	 0.129341",90.4069	126.9708	209.3441	323.1609	371.8998	511.6857	563.4297	648.2484	765.8985	855.7625	877.7973	937.6915	1007.6596	1129.2399	1149.4458	1173.6838	1219.0662	1286.9456	1349.6567	1411.8936	1456.9964	1472.7146	1476.8225	1497.5146	1516.211	1881.0824	2987.2391	3022.3523	3078.3587	3082.827	3120.2923	3483.06	3554.0396,C[NH2+]CC([O-])=O,CNCC(=O)O,"1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)","1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)",7.07591,2.3079,2.07473,5.2128,46.17,-0.2494,0.0196,0.2691,624.3195,0.108531,-323.654114,-323.64761,-323.646666,-323.684532,22.427
dsgdb9nsd_000268.xyz,14,"C	-0.0174701173	 1.3956405995	 0.052678548	-0.225944
O	-0.0434294319	-0.0115619514	 0.0024190213	-0.208072
C	 0.6424947474	-0.6041443545	 1.0606698235	-0.149712
C	 0.5953246216	-2.1266220697	 0.946010035	 0.360029
C	 1.2343059955	-2.8726621294	 2.1060953502	-0.483087
O	 0.08672355	-2.6876949797	 0.009546777	-0.268196
H	 1.0107817252	 1.7884049497	 0.0049699528	 0.104646
H	-0.5757478493	 1.7598593594	-0.8125269762	 0.134908
H	-0.489452755	 1.782269593	 0.9700953197	 0.10431
H	 1.7058547525	-0.2972966891	 1.0858899885	 0.103951
H	 0.222278651	-0.3124348393	 2.0419024443	 0.101361
H	 0.6242131954	-2.7506978753	 3.008841311	 0.14383
H	 1.3023801448	-3.9335078749	 1.8631112599	 0.147799
H	 2.2297775	-2.4775867583	 2.335473525	 0.134177",39.4753	90.9403	107.4007	180.4978	237.5684	357.9688	397.803	481.092	598.7132	836.6947	866.9175	933.0651	1039.4212	1095.3754	1171.3695	1183.8993	1186.2031	1243.8473	1261.1162	1381.3645	1406.4466	1462.3442	1469.4792	1476.7011	1486.9274	1491.9966	1516.3726	1837.3127	2925.6731	2944.0476	2969.2287	3012.7401	3036.861	3097.6712	3120.5915	3153.7975,COCC(C)=O,COCC(=O)C,"1S/C4H8O2/c1-4(5)3-6-2/h3H2,1-2H3","1S/C4H8O2/c1-4(5)3-6-2/h3H2,1-2H3",8.89923,1.94768,1.64777,3.6117,51.17,-0.2449,-0.0102,0.2347,743.2534,0.116412,-307.571921,-307.564235,-307.563291,-307.604498,24.783
dsgdb9nsd_000269.xyz,13,"C	-0.0555881245	 1.3857958948	 0.0738822553	-0.224564
O	-0.0126668948	-0.0201004258	 0.1301905374	-0.204869
C	-1.2602039309	-0.6072727505	-0.0821606737	-0.151793
C	-1.0981375495	-2.1318713966	-0.1257171955	 0.372536
N	-2.2748264053	-2.8068840509	 0.0682106926	-0.524009
O	-0.0509209182	-2.6838718663	-0.3714046056	-0.327062
H	 0.9619716292	 1.7462400126	 0.2396239537	 0.134812
H	-0.4067360572	 1.7445473103	-0.9068486153	 0.105501
H	-0.7142229757	 1.8093853913	 0.8493245852	 0.101923
H	-1.9814645988	-0.321398255	 0.7053511442	 0.08634
H	-1.7006887888	-0.287110208	-1.0440734036	 0.112712
H	-3.0789572574	-2.3607960958	 0.475156592	 0.255888
H	-2.2279199982	-3.8126120302	 0.1030276434	 0.262587",36.3826	89.3295	191.3528	235.1916	248.1658	366.3548	429.8893	499.965	606.6123	667.5145	858.6047	1013.9462	1026.8055	1096.3847	1177.0534	1183.5982	1236.92	1260.5144	1302.9187	1428.9645	1474.0031	1486.1027	1493.8894	1519.6262	1618.5611	1828.4403	2932.3663	2956.5975	2967.5741	3010.31	3120.5356	3595.241	3726.8686,COCC(N)=O,COCC(=O)N,"1S/C3H7NO2/c1-6-2-3(4)5/h2H2,1H3,(H2,4,5)","1S/C3H7NO2/c1-6-2-3(4)5/h2H2,1H3,(H2,4,5)",9.29932,1.99725,1.69178,4.2922,47.53,-0.2464,0.0274,0.2738,706.1403,0.10636,-323.641347,-323.63393,-323.632986,-323.673408,24.375
