smiles_gdb,smiles_b3lyp,atom_coords,vibrationalfrequence,A,B,C,miu,alpha,homo,lumo,gap,R2,zpve,Uo,U,H,G,Cv
CNC1=CC=CO1,CNc1ccco1,"C	-0.1133998617	1.4333428783	0.1328649055	-0.329148
N	-0.0527901205	0.0435930031	-0.311374828	-0.383561
C	-1.1575938935	-0.7653700037	-0.1168898804	0.429035
C	-1.3058754434	-2.1007616909	0.1308988023	-0.301201
C	-2.7220116207	-2.3427811489	0.1144175383	-0.155865
C	-3.3193958031	-1.1525405176	-0.125920387	-0.034727
O	-2.3652807534	-0.1711378192	-0.2729340839	-0.177694
H	0.8205981458	1.9280423238	-0.1432829383	0.124052
H	-0.9325213334	1.9415123966	-0.3791516603	0.151613
H	-0.2662868952	1.5433751484	1.2172602684	0.114338
H	0.7969096842	-0.4268156504	-0.0351216025	0.242367
H	-0.5171188381	-2.8151187697	0.3034726545	0.091156
H	-3.2201285644	-3.2869358209	0.2718037882	0.104226
H	-4.3392123626	-0.8201326388	-0.2113531669	0.125408",57.1444	151.9752	209.4184	314.5549	444.498	584.1145	608.4166	658.4572	706.2411	729.332	741.6952	832.3978	898.1345	948.2982	1026.5979	1062.8468	1090.4842	1150.8393	1156.5559	1180.8649	1253.8661	1312.0613	1411.6623	1448.9053	1488.919	1490.1492	1515.5844	1573.2467	1654.9499	2988.516	3095.5655	3138.5932	3249.8646	3263.265	3297.1293	3602.0752,7.31556,2.06921,1.66088,1.5031,60.74,-0.1783,0.0405,0.2189,737.9509,0.114677,-324.594534,-324.587887,-324.586943,-324.625443,24.03
CNC1=CN=CO1,CNc1cnco1,"C	-0.0692012919	1.442090559	0.1358627774	-0.333324
N	0.3215246583	0.0563695335	-0.1190677332	-0.388993
C	0.7053065877	-0.7311816428	0.944904405	0.393332
C	0.5624177736	-2.0459806001	1.2722505276	-0.213501
N	1.2789722009	-2.2969915001	2.4406685017	-0.245969
C	1.7894937177	-1.1607728467	2.7605898902	0.0614
O	1.489567004	-0.144814078	1.8933337043	-0.176513
H	0.7610026851	1.9695376153	0.6089675321	0.154076
H	-0.2794149125	1.9254328498	-0.8206492209	0.129725
H	-0.9531159318	1.5361808769	0.7839871888	0.11898
H	-0.3191678677	-0.434778479	-0.7261005108	0.247792
H	0.0095698475	-2.8166773839	0.7610465795	0.108631
H	2.3995847492	-0.899077834	3.6093706783	0.144364",63.2372	156.9073	206.3647	330.4298	443.1268	595.3082	663.243	700.5533	732.7885	775.6553	777.3338	937.0579	972.2257	1061.9865	1096.3254	1122.4891	1151.6036	1154.9903	1259.3178	1296.1441	1381.3184	1450.0215	1478.8452	1491.2368	1515.45	1574.422	1660.4817	2994.8611	3099.6861	3141.7272	3268.2437	3286.3904	3599.6733,7.6972,2.05903,1.67953,3.0627,56.58,-0.1976,0.0213,0.2189,717.2702,0.103519,-340.654582,-340.648167,-340.647223,-340.685303,22.613
CNC1=NC=CO1,CNc1ncco1,"C	0.0217908449	1.4101583736	-0.0510341489	-0.319314
N	-0.0419587961	-0.0287283124	0.1479658059	-0.383391
C	-1.2524451017	-0.6490515368	0.0605043844	0.502076
N	-2.4351944126	-0.1092023324	0.0773283211	-0.354162
C	-3.2934178498	-1.2080039301	0.0312296924	-0.105581
C	-2.5785877234	-2.3487405534	-0.0214217638	-0.057252
O	-1.2371676422	-2.0016358191	-0.0034428975	-0.203112
H	1.0255221303	1.7563532894	0.2043325912	0.125505
H	-0.2136920782	1.7128861679	-1.0804463126	0.1252
H	-0.6983352451	1.8913174727	0.6132249211	0.162084
H	0.7298916303	-0.5724392169	-0.2057094951	0.252922
H	-4.3649689525	-1.0844354383	0.0348768405	0.117666
H	-2.796945944	-3.4000723343	-0.0754643887	0.13736",113.5766	137.6537	215.0848	309.8458	434.0188	522.5042	611.9007	689.049	745.3442	760.7083	860.8227	927.2592	957.8239	1073.8345	1098.8547	1129.3354	1155.6906	1167.8483	1204.1077	1264.379	1364.7758	1454.6832	1484.8462	1508.1973	1536.6335	1587.4481	1670.0981	3012.3265	3100.8102	3144.4831	3260.1349	3309.1586	3627.6769,7.77972,2.09934,1.67563,1.8321,56.04,-0.1999,0.0319,0.2318,716.9014,0.103522,-340.663929,-340.657502,-340.656558,-340.694315,22.842
COC1=CC=CN1,COc1ccc[nH]1,"C	-0.0364255572	1.4121842278	0.0100948205	-0.260082
O	0.0081391491	0.0010009251	0.0032073598	-0.25586
C	-1.1748132874	-0.6597526453	0.0111984202	0.425027
C	-1.3707701858	-2.0195403215	0.0095404449	-0.283218
C	-2.7822788117	-2.2287178618	0.019984485	-0.12605
C	-3.3957417784	-1.0036347411	0.0276346526	-0.113455
N	-2.3999737632	-0.0397132378	0.0221716538	-0.322763
H	0.9993114099	1.7546140841	0.0032754045	0.144122
H	-0.5455170028	1.808577823	-0.880312813	0.118547
H	-0.5311354296	1.8002508064	0.9121779618	0.118633
H	-0.589890814	-2.76208708	0.001753448	0.094378
H	-3.2842257463	-3.1841097175	0.0216815139	0.09101
H	-4.4344643031	-0.7186987027	0.0365101367	0.110792
H	-2.5563023094	0.9512681712	0.0255403111	0.25892",7.1497	215.1567	252.0352	292.4205	374.8711	483.6054	611.4959	626.8624	655.0866	685.6534	759.9747	834.9265	888.7845	968.84	1044.1372	1078.4565	1122.7852	1145.1986	1175.8005	1208.5747	1278.7605	1294.109	1411.7202	1467.9445	1487.2316	1491.3402	1511.4916	1531.2442	1634.3788	2984.6611	3037.8261	3135.3724	3245.3833	3266.5144	3277.5621	3703.1326,7.38584,2.08673,1.64418,3.0463,59.96,-0.1782,0.063,0.2411,734.5473,0.114342,-324.593866,-324.587081,-324.586137,-324.626459,24.416
COC1=CC=CO1,COc1ccco1,"C	-0.1127834313	1.4157480179	0.0113175503	-0.244429
O	-0.0150196136	-0.0066208988	0.001760258	-0.26703
C	-1.1579318188	-0.6994079034	0.0104842133	0.45826
C	-1.3693036586	-2.0439360102	0.0096472489	-0.320289
C	-2.7974504208	-2.198704948	0.0210232371	-0.157878
C	-3.3319173951	-0.9543403883	0.0276279295	-0.035969
O	-2.3242462641	-0.0138920832	0.0213158811	-0.188066
H	0.9143655274	1.7814344395	0.003358387	0.137671
H	-0.645208107	1.7827767179	-0.8721876672	0.134611
H	-0.6275905709	1.7719805435	0.9095810853	0.134513
H	-0.6126270555	-2.8097211863	0.0020978173	0.108995
H	-3.3464193188	-3.1275986322	0.0238242026	0.109597
H	-4.331887923	-0.5576949784	0.0367014069	0.130013",21.4111	170.7087	242.1957	295.743	499.3698	607.2283	644.0715	670.8454	701.0119	760.0606	839.6569	895.833	949.1631	1024.7202	1056.3022	1100.9947	1171.4789	1176.3505	1203.2623	1253.1578	1305.5613	1419.1598	1479.7202	1484.9331	1502.5388	1565.2996	1659.4773	3032.0469	3098.6141	3149.4989	3253.4315	3279.7424	3299.3277,7.53035,2.17416,1.70529,1.0339,56.25,-0.1935,0.0365,0.23,704.1997,0.102091,-344.468531,-344.462063,-344.461119,-344.500052,22.803
COC1=CN=CN1,COc1cnc[nH]1,"C	0.0728121736	0.9130500122	0.5901390537	-0.249648
O	0.0512519459	0.9329339492	-0.8298884835	-0.259589
C	0.694099535	-0.0989201132	-1.4091610105	0.404773
C	1.3849546968	-1.1971141453	-0.9633652593	-0.225047
N	1.8369250572	-1.9300248603	-2.0472388074	-0.248015
C	1.4286040434	-1.2892382616	-3.1102010603	0.007873
N	0.7222889439	-0.1586872128	-2.7802261978	-0.332577
H	-0.4107232978	0.007118814	0.9761164874	0.131844
H	1.1022890202	0.957549994	0.9664668288	0.131828
H	-0.4785403934	1.793759251	0.9209930573	0.138353
H	1.5834518153	-1.5025963432	0.0506095415	0.104506
H	1.6012548546	-1.5756957111	-4.1364403337	0.127369
H	0.2983516154	0.5130136273	-3.3978349663	0.268331",96.0781	198.5904	229.3388	324.2825	483.2142	486.4534	671.4685	672.6705	682.8	777.307	783.6432	922.9105	1019.3943	1080.5729	1099.1143	1136.1285	1184.3277	1218.7538	1273.24	1285.8906	1393.1079	1447.7899	1474.7107	1484.0043	1507.8744	1533.533	1634.3088	3013.0298	3074.1733	3145.3415	3254.2647	3265.1844	3667.478,7.76234,2.07104,1.65204,3.1775,55.42,-0.2003,0.0447,0.2449,716.6718,0.103704,-340.657197,-340.650893,-340.649949,-340.687429,22.668
COC1=CN=CO1,COc1cnco1,"C	0.0501111884	1.4040143191	-0.0189949673	-0.254281
O	-0.3061832901	0.038297285	-0.2633506274	-0.26398
C	0.4543577674	-0.627701271	-1.1289079785	0.402795
C	0.8644008563	-1.9186342978	-1.1856894491	-0.218569
N	1.5676111769	-2.1076507858	-2.3734434779	-0.249191
C	1.5555247795	-0.9549657633	-2.947919722	0.07455
O	0.8885536944	0.0144524543	-2.2563575997	-0.18864
H	1.0804023003	1.4761884815	0.3469374798	0.132799
H	-0.0592012265	2.0063363448	-0.925104338	0.144225
H	-0.639981356	1.7590356648	0.7466233779	0.14421
H	0.7023253933	-2.7086950524	-0.4727034799	0.126975
H	2.005534996	-0.6551954593	-3.8805236278	0.149105",29.5652	153.7618	212.6217	352.7975	481.3083	658.2017	668.3228	708.0709	794.6441	817.2103	930.0157	968.3218	1048.1622	1103.8406	1121.3195	1176.5996	1196.0412	1254.4707	1292.8109	1359.1539	1474.6778	1487.5023	1502.9304	1563.95	1672.4516	3032.0761	3107.9704	3153.2825	3279.3832	3283.4673	29.5677	153.7631	212.6218	352.7975	481.3083	658.2018	668.3228	708.0708	794.6441	817.2105	930.0159	968.3219	1048.1624	1103.8404	1121.3194	1176.5993	1196.0409	1254.4709	1292.8109	1359.154	1474.6774	1487.5018	1502.93	1563.9498	1672.4517	3032.0762	3107.9704	3153.2826	3279.3832	3283.4673,7.84504,2.13557,1.73916,2.8014,52.12,-0.2212,0.0114,0.2326,684.9652,0.090865,-360.527122,-360.520858,-360.519914,-360.558357,21.373
COC1=NC=CN1,COc1ncc[nH]1,"C	-0.0010721489	1.3753445052	0.008280876	-0.234185
O	-0.0229555678	-0.0533053105	0.0030942288	-0.270246
C	-1.2482441272	-0.5924030123	0.0104539469	0.492515
N	-2.401927428	0.0214154564	0.0215797837	-0.363224
C	-3.3388567072	-1.001696619	0.0248876711	-0.091717
C	-2.7310988277	-2.2214533268	0.0157458861	-0.109696
N	-1.3680441358	-1.946943518	0.006264442	-0.332539
H	1.0528878138	1.6551800765	0.0011546543	0.128627
H	-0.5093762177	1.7733413567	-0.8747046957	0.140573
H	-0.4955869567	1.7666801159	0.9020105551	0.140567
H	-4.3959013865	-0.7857151783	0.0337733526	0.106086
H	-3.107075276	-3.230236525	0.0149039079	0.126078
H	-0.6080228344	-2.6047963608	-0.0021174189	0.26716",103.4961	152.8421	241.2007	311.9097	468.2863	500.271	634.7751	683.5904	706.2976	741.6575	839.3413	921.8026	993.7701	1075.3442	1081.6578	1138.0428	1182.531	1183.8298	1226.9533	1291.2272	1376.9944	1462.1985	1477.1583	1497.3512	1510.5766	1552.6259	1624.4736	3042.7617	3114.0176	3151.52	3252.6633	3287.0076	3678.857,7.73587,2.15357,1.70266,2.1716,55.34,-0.2009,0.0513,0.2522,703.9166,0.103673,-340.667053,-340.660679,-340.659735,-340.697351,22.797
COC1=NC=CO1,COc1ncco1,"C	-0.0261193157	1.3647384418	0.0313964598	-0.235823
O	0.0279477543	-0.0647507512	-0.0425309197	-0.246396
C	0.6399655184	-0.5387369714	-1.1149342137	0.507788
N	1.192199208	0.0978858034	-2.0986633966	-0.384992
C	1.6644867144	-0.9321868158	-2.9157474069	-0.110265
C	1.3609571769	-2.1244615023	-2.3644272009	-0.045195
O	0.6887210707	-1.8808007477	-1.1812922529	-0.187095
H	0.9828302009	1.7855819141	0.0516910242	0.146089
H	-0.5633433143	1.7726948644	-0.8290696545	0.14621
H	-0.5551401215	1.5904038858	0.9569713135	0.13969
H	2.1854196545	-0.7262896016	-3.8371170868	0.1245
H	1.5146074034	-3.1571999194	-2.6210200456	0.145489",114.7633	152.3955	244.2422	323.0818	513.0377	619.9118	708.3233	715.7267	762.3529	858.9568	927.0667	970.9854	1069.2961	1095.0669	1139.8923	1178.0319	1184.1507	1227.1772	1286.1575	1421.9968	1474.3531	1479.6926	1500.9947	1583.4342	1651.5265	3048.1379	3122.3475	3162.0321	3264.8641	3310.4343,7.9364,2.20291,1.74328,0.2234,51.5,-0.2226,0.0234,0.246,681.0569,0.091378,-360.53692,-360.530866,-360.529922,-360.566989,21.224
NCC1=NC=CO1,NCc1ncco1,"N	0.3138212523	1.2134147826	-0.5417832061	-0.486068
C	-0.1551236248	0.2647076855	0.4572668325	-0.274738
C	-1.4882143383	-0.362890583	0.1568753572	0.383414
N	-2.2549612135	-0.1629254815	-0.8675413918	-0.313574
C	-3.3545262231	-0.9885334984	-0.6477183358	-0.111176
C	-3.1837870932	-1.6504091718	0.5174812106	-0.041743
O	-1.9848575448	-1.2586517199	1.0498701643	-0.174284
H	0.3509750358	0.7470695599	-1.4445187824	0.238844
H	-0.3877673197	1.9400183946	-0.6584460309	0.238839
H	0.5903408442	-0.5315677375	0.5777789716	0.135564
H	-0.212662326	0.7651317444	1.4322323003	0.135562
H	-4.1766957236	-1.0393848916	-1.3433586423	0.124155
H	-3.7507719054	-2.3718989534	1.0797603628	0.145204",39.4692	188.4838	205.5338	286.9461	443.1219	627.3789	684.933	707.0739	761.3429	863.0723	911.8192	929.4591	933.7738	969.3458	1100.2235	1129.7119	1146.8057	1165.7788	1186.3286	1213.4543	1347.1638	1389.9744	1403.9043	1472.754	1560.3752	1615.2034	1678.151	3027.6902	3057.4079	3264.7064	3300.7307	3490.7546	3556.9793,7.52485,2.00997,1.6151,1.6418,54.6,-0.2412,0.0052,0.2464,730.6555,0.104021,-340.659506,-340.653104,-340.652159,-340.690582,22.424
OCC1=CC=CN1,OCc1ccc[nH]1,"O	0.5303595385	0.089112254	0.9947201714	-0.426109
C	-0.1351163599	0.2983954158	-0.2519762221	-0.203255
C	-1.5099865348	-0.2679341792	-0.1438521143	0.326364
C	-2.7143797999	0.1152280269	-0.6917541658	-0.242107
C	-3.6875688191	-0.8472812544	-0.3007889237	-0.140375
C	-3.048394509	-1.7826409049	0.4798958458	-0.094213
N	-1.7258039916	-1.429180478	0.5540141877	-0.266111
H	1.4637652031	0.284331959	0.8688766515	0.289771
H	-0.203022888	1.3663440205	-0.5057879177	0.105903
H	0.4301645114	-0.1920929549	-1.0626707113	0.098419
H	-2.8754071008	0.9853161589	-1.3105149747	0.085974
H	-4.7354565111	-0.8478948777	-0.558695239	0.089928
H	-3.42138296	-2.6534062947	0.9947371605	0.111653
H	-1.0214867188	-1.8567063813	1.1305711116	0.264157",71.295	177.2479	263.893	305.7571	447.4064	539.601	631.6738	644.9146	709.4277	718.1647	791.4411	846.2681	898.473	973.6932	1021.6655	1044.7328	1057.3974	1111.8585	1144.1889	1218.6031	1235.4712	1266.9626	1303.631	1427.9679	1453.4483	1468.834	1504.7818	1516.2349	1617.4504	2948.9976	3006.2384	3237.7127	3250.6596	3269.9282	3679.849	3826.6616,7.08663,1.97225,1.59693,2.1981,60.33,-0.1958,0.0403,0.236,749.0718,0.115349,-324.605411,-324.598887,-324.597943,-324.636004,24.059
OCC1=CC=CO1,OCc1ccco1,"O	0.305305462	1.0720780636	-0.6254882658	-0.405722
C	-1.51931e-05	-0.0062304997	0.2397170498	-0.161615
C	-1.3994895097	-0.4973183595	0.0448392683	0.312424
C	-2.2663137601	-0.4240481143	-1.0018626749	-0.264387
C	-3.4685764226	-1.0798752544	-0.5751963289	-0.168062
C	-3.2377326603	-1.4997473104	0.6943354484	-0.022952
O	-1.9827116114	-1.1477669838	1.0905818662	-0.175581
H	-0.3553043645	1.7567970251	-0.4738231735	0.284531
H	0.7301665989	-0.7890778585	-3.24926e-05	0.131351
H	0.1458508421	0.2482131128	1.3014246763	0.108416
H	-2.0657179688	0.0301613622	-1.9588890638	0.117155
H	-4.3771932052	-1.2155186327	-1.1405626857	0.111232
H	-3.8253994074	-2.0308953804	1.4245142563	0.133211",66.6655	180.9168	251.0478	352.0744	446.4819	615.1639	638.7621	709.7001	745.6324	813.7858	855.8822	900.506	953.4662	997.131	1025.9878	1082.1946	1105.047	1174.6985	1192.8622	1238.7508	1247.4388	1365.4957	1409.8321	1437.9184	1502.4508	1537.4849	1632.0253	2983.2331	3044.4787	3253.3218	3268.8836	3286.4926	3804.6289,7.33028,1.94003,1.57714,1.3285,55.81,-0.22,0.014,0.234,740.7571,0.102792,-344.473681,-344.467394,-344.46645,-344.504224,22.717
OCC1=CN=CN1,OCc1cnc[nH]1,"O	0.0492189743	1.3522426712	0.3805453444	-0.40304
C	0.0144734208	0.0010174502	-0.0446855578	-0.194466
C	-1.4066453976	-0.4565732459	-0.0150123581	0.306909
C	-2.5947825227	0.2201120129	-0.1135158562	-0.142582
N	-3.6617719697	-0.649807402	-0.0564568985	-0.252773
C	-3.1303659126	-1.841204561	0.0725036507	0.008636
N	-1.765710295	-1.7837449675	0.10542816	-0.313121
H	0.9014844226	1.7204313479	0.1302000039	0.291796
H	0.4299535454	-0.0992476464	-1.0619347379	0.104689
H	0.6278342693	-0.6447092153	0.6092314212	0.089127
H	-2.7331580226	1.2849090715	-0.2099111145	0.117207
H	-3.6672658937	-2.7751597818	0.1471995576	0.126653
H	-1.1378961984	-2.5625827438	0.2157756253	0.260964",37.7987	183.6834	226.9789	270.951	444.5099	504.6881	645.9109	681.5734	701.4698	800.9639	858.5147	931.6666	1014.8195	1037.1662	1083.5247	1110.1581	1141.889	1228.5529	1233.8755	1256.5389	1285.0251	1373.9691	1435.487	1475.3218	1505.146	1518.2904	1619.1954	2936.4282	2955.8662	3249.6755	3268.1743	3659.6583	3833.4001,7.49983,1.92913,1.56793,4.8687,55.77,-0.215,0.0302,0.2452,740.2332,0.103681,-340.660061,-340.653531,-340.652587,-340.691257,22.932
OCC1=CN=CO1,OCc1cnco1,"O	0.3289918747	1.0404038006	-0.6507019073	-0.401127
C	0.0113284317	-0.0075922941	0.2435546959	-0.167974
C	-1.3950646041	-0.4781355429	0.0594110817	0.287172
C	-2.3144571214	-0.3486725157	-0.9286901564	-0.185744
N	-3.4910953138	-0.9903590359	-0.551167666	-0.252267
C	-3.2267718495	-1.4662796336	0.6186135261	0.069318
O	-1.9762765676	-1.1977381188	1.0701881786	-0.176653
H	-0.2763050985	1.7686997514	-0.473301097	0.28915
H	0.7233599975	-0.8122574222	0.0239405504	0.138725
H	0.16598513	0.2722952846	1.2975142666	0.11427
H	-2.2146033572	0.1496312785	-1.8788263551	0.133652
H	-3.8636956219	-2.0401198819	1.2731106623	0.151477",72.2352	183.1518	245.0064	355.9671	446.8696	642.3493	667.9718	712.583	834.2439	864.0953	938.1946	977.4196	1006.3899	1083.928	1118.225	1127.8	1194.8419	1225.365	1249.6116	1334.523	1391.0583	1425.5744	1500.3836	1550.4294	1632.7797	2984.9574	3051.8694	3275.7056	3279.6956	3807.0243,7.64752,1.95347,1.59203,1.7385,51.44,-0.243,-0.0015,0.2415,718.7942,0.091537,-360.533387,-360.527283,-360.526339,-360.563802,21.414
OCC1=NC=CN1,OCc1ncc[nH]1,"O	-0.1107915153	1.4004207787	0.2685684961	-0.430767
C	-0.0083754635	0.0079954794	-0.0103969512	-0.187557
C	-1.3898182342	-0.563287328	0.0369372627	0.357208
N	-1.7117104899	-1.8337167697	0.1363549452	-0.317459
C	-3.0882411899	-1.8610049267	0.0979406758	-0.090463
C	-3.594555295	-0.5937029443	-0.0204560352	-0.113935
N	-2.4909893771	0.2291941304	-0.0656682427	-0.253045
H	0.7353519294	1.8105085421	0.0707500636	0.296834
H	0.4340560754	-0.1622902114	-1.0045833586	0.114314
H	0.6209459405	-0.5175753984	0.7209618007	0.12499
H	-3.633265496	-2.7904316924	0.1625993016	0.103497
H	-4.5987171216	-0.2071002069	-0.0669377762	0.12346
H	-2.4625394728	1.2341521173	-0.1087157518	0.272924",59.4032	204.6422	225.1119	269.1767	471.8367	582.1639	657.1208	684.4727	715.6696	729.8413	854.5841	931.9974	990.2424	1035.3588	1068.6781	1100.0416	1134.8069	1177.7685	1214.5181	1227.7464	1287.7713	1385.8744	1445.1823	1478.4813	1511.0344	1517.4071	1594.725	2976.7495	3023.6211	3247.8403	3281.3724	3672.0864	3845.7491,7.36199,2.06799,1.64156,3.2061,55.38,-0.2134,0.0357,0.2491,715.2911,0.103891,-340.667317,-340.660909,-340.659965,-340.697997,22.855
OCC1=NC=CO1,OCc1ncco1,"O	0.3316048718	0.9964852389	-0.6890580602	-0.420317
C	-0.0048856519	0.0756442379	0.31676635	-0.136396
C	-1.4020944883	-0.4246695971	0.1328932273	0.372799
N	-2.2105084512	-0.0730136055	-0.8149258291	-0.326449
C	-3.3738492481	-0.7958878256	-0.5661403279	-0.107639
C	-3.189720697	-1.5525278187	0.5376694645	-0.042655
O	-1.9180756283	-1.3217376861	0.9997570475	-0.172505
H	-0.4426694639	1.0788933561	-1.2626399355	0.302719
H	0.6889392827	-0.7795543901	0.3070734696	0.122915
H	0.0846181325	0.5388679926	1.3118760501	0.122908
H	-4.2433119414	-0.7130916198	-1.1978932931	0.132743
H	-3.785234947	-2.2521445126	1.0974935168	0.151877",41.9371	192.9228	218.6556	267.0561	460.0555	624.4939	685.967	731.1028	760.2198	863.2417	932.3007	975.6073	1044.0571	1092.9997	1109.9514	1143.4676	1168.9923	1241.6515	1241.7329	1326.0006	1379.2082	1479.5159	1512.5512	1561.7521	1620.4768	2983.143	2997.9486	3268.9555	3305.7428	3743.3103,7.6326,2.07474,1.648,2.6712,51.28,-0.2485,-0.0038,0.2447,698.6762,0.09107,-360.53729,-360.530993,-360.530048,-360.568252,21.646
CCC1=CNC=C1,CCc1c[nH]cc1,"C	0.0469113446	1.5541695764	-0.1450236529	-0.359979
C	-0.0155319492	0.0396252139	0.1162155493	-0.296529
C	-1.4099390007	-0.5177737989	0.0711596059	0.290852
C	-2.1427101489	-0.9816084082	1.1415301974	-0.184898
N	-3.3730046064	-1.3829869819	0.6814756063	-0.231584
C	-3.4443917768	-1.1864131677	-0.6734786342	-0.074862
C	-2.245627102	-0.6513124872	-1.0804264279	-0.238274
H	1.0793216951	1.9184115088	-0.1145328598	0.103607
H	-0.3690324106	1.8010683809	-1.1270416239	0.116258
H	-0.5320821412	2.102471726	0.6048626959	0.114648
H	0.6140911979	-0.4740103398	-0.6221449459	0.099637
H	0.4283303392	-0.1768726737	1.095152573	0.093298
H	-1.8859898334	-1.0593199618	2.1864571173	0.109852
H	-4.1039906587	-1.7722560556	1.2494769942	0.258569
H	-4.3324938938	-1.4457562327	-1.2272233648	0.11349
H	-1.9860280951	-0.3851297686	-2.0944408299	0.085915",52.1815	158.9606	212.6741	333.0824	392.7858	457.5626	620.7921	639.2645	675.4963	692.8474	767.6903	787.8077	829.0027	904.5774	937.6137	995.5076	1063.5485	1081.6588	1090.5338	1093.8144	1162.6433	1258.3905	1288.7717	1306.623	1363.2105	1406.2855	1416.2526	1466.1202	1484.1306	1495.2925	1506.4905	1523.1757	1611.049	3016.8746	3031.806	3053.7471	3101.2582	3107.5386	3237.1736	3254.345	3267.0797	3690.1487,6.64589,1.81588,1.56812,1.7799,66.7,-0.1989,0.0515,0.2504,816.0269,0.138594,-288.683173,-288.676268,-288.675324,-288.714329,25.695
CCC1=CNC=N1,CCc1c[nH]cn1,"C	-0.1781445687	1.5593731059	0.0532203189	-0.365277
C	0.0695565489	0.0439855495	-0.0109986093	-0.285584
C	0.7129358238	-0.4929492824	1.2303196613	0.29748
C	0.2165173954	-1.3958020716	2.1357506609	-0.194847
N	1.1972756213	-1.5395407599	3.0954364517	-0.230028
C	2.2301530281	-0.7286394273	2.7346398417	0.011069
N	1.9744977742	-0.0848943387	1.6207361565	-0.302442
H	0.7599719663	2.0880790855	0.2416790241	0.13747
H	-0.6017048723	1.9285673455	-0.886210866	0.103549
H	-0.8722671292	1.8089127336	0.8623484112	0.110097
H	-0.8746403801	-0.4847625239	-0.1844820907	0.093127
H	0.7145364639	-0.1754334352	-0.8710316783	0.110711
H	-0.713806465	-1.9369075982	2.1866189602	0.123771
H	1.1563718953	-2.1350104712	3.9049283312	0.264644
H	3.1350228081	-0.6534046315	3.3195281066	0.126259",61.7275	165.1242	214.78	340.9384	404.3773	507.3466	640.2146	664.0865	713.6421	744.2705	792.7756	818.7224	943.9028	954.4976	998.7745	1063.9869	1087.5872	1097.9135	1135.5148	1238.6863	1271.5956	1303.0444	1346.599	1371.3264	1403.8153	1456.3388	1479.8529	1495.0989	1508.0761	1529.1294	1600.6277	3026.2515	3036.6439	3064.6994	3104.0936	3122.6314	3247.9544	3271.4634	3669.5934,6.87706,1.90268,1.62971,3.33,62.72,-0.2162,0.0365,0.2527,778.6349,0.127344,-304.745635,-304.738997,-304.738053,-304.776487,24.269
CCC1=COC=C1,CCc1cocc1,"C	0.1058640712	1.5503144329	0.1489248302	-0.365123
C	-0.1021814437	0.0434885987	-0.076970655	-0.301785
C	0.6524824697	-0.4896044197	-1.2594761709	0.255767
C	0.1338629954	-0.9789989025	-2.4180086613	-0.103515
O	1.1187669687	-1.3614411155	-3.2769304759	-0.142522
C	2.2977096778	-1.1100448549	-2.6511006604	0.006333
C	2.0810835716	-0.5789077131	-1.4214703361	-0.278658
H	1.1631444531	1.783431782	0.3105193549	0.118685
H	-0.2303226168	2.1246156711	-0.7197872252	0.120999
H	-0.452241727	1.8953978318	1.0250110244	0.111244
H	0.2012756218	-0.499007684	0.8277127291	0.107695
H	-1.1704389843	-0.1613446595	-0.2106100257	0.102477
H	-0.8750941445	-1.1199029809	-2.7704704807	0.129806
H	3.1852921868	-1.3644742496	-3.2067360817	0.132553
H	2.8362435804	-0.2870032167	-0.7075231555	0.106043",62.2884	161.1594	207.609	330.7203	397.1572	616.84	622.3034	677.5217	734.4371	781.0705	792.3878	832.6698	892.5481	947.335	999.7924	1058.1736	1069.2268	1091.286	1100.3798	1203.5255	1256.7666	1275.1313	1298.4993	1361.1516	1407.668	1413.3962	1485.101	1496.2653	1506.4388	1537.8476	1636.2669	3022.2001	3036.0135	3061.0618	3106.5694	3111.2086	3247.1292	3270.0373	3282.6033,6.83457,1.8199,1.57283,0.8155,62.32,-0.2185,0.0238,0.2423,799.0433,0.126187,-308.55123,-308.54462,-308.543676,-308.582129,24.173
CCC1=COC=N1,CCc1cocn1,"C	-0.7683050548	1.1078338996	0.0539800207	-0.388219
C	0.5686226969	0.3701875747	-0.0537845366	-0.281884
C	0.9856897648	-0.3182525907	1.20622986	0.257428
C	0.3722933815	-0.3933025806	2.4135880362	-0.109469
O	1.154941853	-1.1432393495	3.2524536647	-0.143004
C	2.2160260105	-1.484910326	2.4905949035	0.071629
N	2.1828990115	-1.03584355	1.2810649725	-0.306036
H	-0.7328055291	1.8841286422	0.8254492811	0.121179
H	-1.0208387094	1.5905188918	-0.8938933278	0.118876
H	-1.5824023728	0.4203034207	0.3062333783	0.121136
H	0.5243774786	-0.3741631311	-0.8588832766	0.122387
H	1.3620593414	1.0690493497	-0.3473849687	0.122418
H	-0.5435761807	-0.0122430404	2.82906215	0.144685
H	2.9753369787	-2.0902405904	2.9607380527	0.148874",54.2766	194.7113	212.8678	300.393	430.7824	635.4854	649.8104	673.145	755.6899	799.8057	849.8875	933.7378	959.2859	1018.5509	1077.032	1096.9836	1112.7866	1136.4104	1229.3591	1250.7919	1279.765	1339.231	1381.1313	1409.149	1479.3955	1498.1829	1509.7435	1561.5546	1629.9932	3026.7394	3037.2257	3050.7902	3103.1019	3114.7715	3273.3915	3301.7449,7.33744,1.92844,1.55638,1.3152,57.91,-0.2387,0.0086,0.2473,771.9223,0.114746,-324.614459,-324.608044,-324.6071,-324.645273,22.939
